"ISSUE_SEVERITY","PROBLEM_TITLE","CWE","PROJECT_NAME","FIRST_INTRODUCED","ISSUE_STATUS","LAST_INTRODUCED","LAST_RESOLVED","PROBLEM_ID","LAST_IGNORED","PROJECT_OWNER","ISSUE_URL","VULN_DB_URL","PROJECT_URL","ISSUE_STATUS_INDICATOR","ISSUE_TYPE","INITIAL_ISSUE_TYPE"
"High","Use of Hardcoded, Security-relevant Constants","[""CWE-547""]","messaging/mobileapp-automation","2022-11-10 21:53:34.000","Open","2022-11-10 21:53:34.000","\N","36eb394d-baf3-4e3e-8dd1-bcd0c0ddd8b3","\N","\N","https://app.snyk.io/org/messaging-wir/project/6ff33c34-ecff-4f82-bf01-2f3d9d901d17#issue-36eb394d-baf3-4e3e-8dd1-bcd0c0ddd8b3","\N","https://app.snyk.io/org/messaging-wir/project/6ff33c34-ecff-4f82-bf01-2f3d9d901d17","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Use of Hardcoded, Security-relevant Constants","[""CWE-547""]","messaging/mobileapp-automation","2022-11-12 21:32:38.026","Open","2022-11-12 21:32:38.026","\N","0daafd2f-4da1-436c-a6c1-acf7363ccc6d","\N","\N","https://app.snyk.io/org/messaging-wir/project/6ff33c34-ecff-4f82-bf01-2f3d9d901d17#issue-0daafd2f-4da1-436c-a6c1-acf7363ccc6d","\N","https://app.snyk.io/org/messaging-wir/project/6ff33c34-ecff-4f82-bf01-2f3d9d901d17","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Use of Hardcoded, Security-relevant Constants","[""CWE-547""]","indeedapply/iasugga-mobileapp-integration-tests","2022-11-11 00:23:20.486","Open","2022-11-11 00:23:20.486","\N","3eb71f4b-6ed9-4927-8f4d-7df4b49951c1","\N","gp_apatti","https://app.snyk.io/org/indeedapply/project/df63ba5a-2db0-41fc-ac48-ab4165fe8162#issue-3eb71f4b-6ed9-4927-8f4d-7df4b49951c1","\N","https://app.snyk.io/org/indeedapply/project/df63ba5a-2db0-41fc-ac48-ab4165fe8162","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Use of Hardcoded, Security-relevant Constants","[""CWE-547""]","passport/webuserprofile","2022-11-10 22:44:34.900","Open","2022-11-10 22:44:34.900","\N","71caecf1-cc3d-46c4-9962-076ee95a973d","\N","gp_chuffstetler","https://app.snyk.io/org/passport-4cs/project/b12ae9be-a9ff-4aab-b0e7-0b5ce357ee19#issue-71caecf1-cc3d-46c4-9962-076ee95a973d","\N","https://app.snyk.io/org/passport-4cs/project/b12ae9be-a9ff-4aab-b0e7-0b5ce357ee19","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Use of Hardcoded, Security-relevant Constants","[""CWE-547""]","passport/webuserprofile","2022-11-10 22:44:34.900","Open","2022-11-10 22:44:34.900","\N","983e533d-08b6-4d48-ae1d-ac88a5e0a122","\N","gp_chuffstetler","https://app.snyk.io/org/passport-4cs/project/b12ae9be-a9ff-4aab-b0e7-0b5ce357ee19#issue-983e533d-08b6-4d48-ae1d-ac88a5e0a122","\N","https://app.snyk.io/org/passport-4cs/project/b12ae9be-a9ff-4aab-b0e7-0b5ce357ee19","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Use of Hardcoded, Security-relevant Constants","[""CWE-547""]","jsma-tools/mobileapp-automation","2022-11-11 19:37:15.298","Open","2022-11-11 19:37:15.298","\N","0bc57e1d-b052-43c6-8737-4994fa9a715a","\N","\N","https://app.snyk.io/org/jsma-tools/project/19dab8c0-ec27-472c-b324-f7766a43b891#issue-0bc57e1d-b052-43c6-8737-4994fa9a715a","\N","https://app.snyk.io/org/jsma-tools/project/19dab8c0-ec27-472c-b324-f7766a43b891","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Use of Hardcoded, Security-relevant Constants","[""CWE-547""]","jsma-tools/mobileapp-automation","2022-11-10 19:45:34.051","Open","2022-11-10 19:45:34.051","\N","05e00b3c-6282-4d9a-98a7-ba2afd26fb96","\N","\N","https://app.snyk.io/org/jsma-tools/project/19dab8c0-ec27-472c-b324-f7766a43b891#issue-05e00b3c-6282-4d9a-98a7-ba2afd26fb96","\N","https://app.snyk.io/org/jsma-tools/project/19dab8c0-ec27-472c-b324-f7766a43b891","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Use of Hardcoded, Security-relevant Constants","[""CWE-547""]","jsma-tools/mobileapp-automation","2022-11-10 19:45:34.051","Open","2022-11-10 19:45:34.051","\N","447f0d53-0c5d-4f19-8d48-0c265570aed1","\N","\N","https://app.snyk.io/org/jsma-tools/project/19dab8c0-ec27-472c-b324-f7766a43b891#issue-447f0d53-0c5d-4f19-8d48-0c265570aed1","\N","https://app.snyk.io/org/jsma-tools/project/19dab8c0-ec27-472c-b324-f7766a43b891","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","sre/adshadoop-aws","2022-11-11 02:54:27.383","Open","2022-11-11 02:54:27.383","\N","65cda4f0-eb4c-4a1d-8d20-305633fabcc3","\N","gp_rhuetz","https://app.snyk.io/org/sre-mff/project/78e8976b-fdaf-4aa4-9304-2e29d55e5904#issue-65cda4f0-eb4c-4a1d-8d20-305633fabcc3","\N","https://app.snyk.io/org/sre-mff/project/78e8976b-fdaf-4aa4-9304-2e29d55e5904","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","meta-taxo/metadata-ml-pipeline","2022-11-11 03:35:19.247","Open","2022-11-11 03:35:19.247","\N","e9beec56-f114-4426-8df1-2fd2de750f81","\N","gp_sraslan","https://app.snyk.io/org/meta-taxo/project/10606617-3097-4022-a288-c8c2f5268277#issue-e9beec56-f114-4426-8df1-2fd2de750f81","\N","https://app.snyk.io/org/meta-taxo/project/10606617-3097-4022-a288-c8c2f5268277","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","meta-taxo/metadata-ml-pipeline","2022-11-11 03:35:19.247","Open","2022-11-11 03:35:19.247","\N","a9248337-0d1f-4bd4-8264-f35b75a717ae","\N","gp_sraslan","https://app.snyk.io/org/meta-taxo/project/10606617-3097-4022-a288-c8c2f5268277#issue-a9248337-0d1f-4bd4-8264-f35b75a717ae","\N","https://app.snyk.io/org/meta-taxo/project/10606617-3097-4022-a288-c8c2f5268277","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","indeedu-echo/jobsurf-labhotep","2022-11-11 04:09:20.918","Open","2022-11-11 04:09:20.918","\N","c036bea5-30b6-41b8-b694-39559c9fcc4c","\N","gp_chuffstetler","https://app.snyk.io/org/indeedu-echo/project/bc8c2918-646f-4ea8-880f-dd8a2db55cdf#issue-c036bea5-30b6-41b8-b694-39559c9fcc4c","\N","https://app.snyk.io/org/indeedu-echo/project/bc8c2918-646f-4ea8-880f-dd8a2db55cdf","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","workflow/wayfinder-expedition-extension","2022-11-10 21:29:41.677","Open","2022-11-10 21:29:41.677","\N","093999da-7647-4a26-8361-228c1e115540","\N","gp_sraslan","https://app.snyk.io/org/workflow-fvh/project/b126efa6-496c-435a-94ae-eeaa1f6437fb#issue-093999da-7647-4a26-8361-228c1e115540","\N","https://app.snyk.io/org/workflow-fvh/project/b126efa6-496c-435a-94ae-eeaa1f6437fb","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Use of Hardcoded, Security-relevant Constants","[""CWE-547""]","business-automation/adcentral-java-ramses","2022-11-11 05:09:06.564","Open","2022-11-11 05:09:06.564","\N","474ef70e-686e-40f1-808f-034600624133","\N","gp_chuffstetler","https://app.snyk.io/org/business-automation/project/6ad3c541-ea38-49a9-a4f8-923b98d963cd#issue-474ef70e-686e-40f1-808f-034600624133","\N","https://app.snyk.io/org/business-automation/project/6ad3c541-ea38-49a9-a4f8-923b98d963cd","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-11 22:42:36.926","Open","2022-11-15 22:14:04.391","2022-11-15 02:22:26.261","fb6c4a87-f128-4301-9b89-83b313cbc4eb","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-fb6c4a87-f128-4301-9b89-83b313cbc4eb","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-11 22:42:36.926","Open","2022-11-15 22:14:04.391","2022-11-15 02:22:26.261","eb12b243-7680-4082-9d05-bb34f1304e2f","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-eb12b243-7680-4082-9d05-bb34f1304e2f","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-11 22:42:36.926","Open","2022-11-15 22:14:04.391","2022-11-15 02:22:26.261","7ddcb573-e4ca-4bf4-a77c-e4598c2907f1","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-7ddcb573-e4ca-4bf4-a77c-e4598c2907f1","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","aa7f8593-ba4f-4270-a601-a9753f435cdb","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-aa7f8593-ba4f-4270-a601-a9753f435cdb","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","6de2aeb5-ed02-4b64-bdef-8fd7767c13fb","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-6de2aeb5-ed02-4b64-bdef-8fd7767c13fb","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","afe9b5e5-679d-441a-a39b-29620991018c","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-afe9b5e5-679d-441a-a39b-29620991018c","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","3007580f-a6d1-49c3-b820-3348e6007d2c","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-3007580f-a6d1-49c3-b820-3348e6007d2c","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","708eb1ff-a89a-4994-bee2-eee1f1581839","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-708eb1ff-a89a-4994-bee2-eee1f1581839","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","f07cbc7a-5ddd-41cd-abc2-024ef9304521","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-f07cbc7a-5ddd-41cd-abc2-024ef9304521","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-11 22:42:36.926","Open","2022-11-15 22:14:04.391","2022-11-15 02:22:26.261","b7285207-4940-4e40-a16f-5f3b9bc67bec","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-b7285207-4940-4e40-a16f-5f3b9bc67bec","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-11 22:42:36.926","Open","2022-11-15 22:14:04.391","2022-11-15 02:22:26.261","c26c049b-aba7-4263-88cf-67a44419b49d","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-c26c049b-aba7-4263-88cf-67a44419b49d","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-11 22:42:36.926","Open","2022-11-15 22:14:04.391","2022-11-15 02:22:26.261","ce34299e-b7b8-4295-98e8-ca23d0a6cf82","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-ce34299e-b7b8-4295-98e8-ca23d0a6cf82","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-11 22:42:36.926","Open","2022-11-15 22:14:04.391","2022-11-15 02:22:26.261","0666801a-3c49-46c5-8333-aa6ebcb76b8e","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-0666801a-3c49-46c5-8333-aa6ebcb76b8e","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-11 22:42:36.926","Open","2022-11-15 22:14:04.391","2022-11-15 02:22:26.261","86547fb9-5680-4eef-bd91-586a11a1ce52","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-86547fb9-5680-4eef-bd91-586a11a1ce52","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-11 22:42:36.926","Open","2022-11-15 22:14:04.391","2022-11-15 02:22:26.261","48e4eafe-728f-4160-9c8a-526fa07b4175","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-48e4eafe-728f-4160-9c8a-526fa07b4175","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-15 02:22:26.221","2022-11-13 22:30:11.856","8eef3be7-da71-4c5f-be2c-9ce15ee77a04","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-8eef3be7-da71-4c5f-be2c-9ce15ee77a04","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-11 22:42:36.926","Open","2022-11-15 22:14:04.391","2022-11-15 02:22:26.261","c3b69baa-99d3-4496-a016-f337c65a9c82","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-c3b69baa-99d3-4496-a016-f337c65a9c82","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-11 22:42:36.926","Open","2022-11-15 22:14:04.391","2022-11-15 02:22:26.261","207eb6be-a2d6-4545-87fe-3029cc94261b","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-207eb6be-a2d6-4545-87fe-3029cc94261b","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-13 22:30:11.816","2022-11-12 22:26:26.223","f953f7e6-39cb-4660-aa12-2cb459e34e9d","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-f953f7e6-39cb-4660-aa12-2cb459e34e9d","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","e4c4e331-96c2-42ad-a997-d6a2d14ef378","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-e4c4e331-96c2-42ad-a997-d6a2d14ef378","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","70b41729-1a7a-4252-9a1c-1d44fc1e4298","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-70b41729-1a7a-4252-9a1c-1d44fc1e4298","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","bae96e0c-50c2-41be-a08f-e93b03b4c00e","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-bae96e0c-50c2-41be-a08f-e93b03b4c00e","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","59aabf8e-8dac-49df-a335-ebd4c9d25614","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-59aabf8e-8dac-49df-a335-ebd4c9d25614","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","0f7958d6-6c40-42f2-acbb-972487be6d62","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-0f7958d6-6c40-42f2-acbb-972487be6d62","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","881fa36a-c05e-427d-8c7d-815ad3fd094f","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-881fa36a-c05e-427d-8c7d-815ad3fd094f","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","5d513f28-d843-4b2e-83f8-3286586c21ad","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-5d513f28-d843-4b2e-83f8-3286586c21ad","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","4d81bbbf-6796-4e9b-9d26-22f4997b79a1","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-4d81bbbf-6796-4e9b-9d26-22f4997b79a1","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","b4859d25-c157-4563-b96d-788edac0900d","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-b4859d25-c157-4563-b96d-788edac0900d","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","d843bccf-e231-4f54-93dc-02658030864b","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-d843bccf-e231-4f54-93dc-02658030864b","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","94e48406-cdc4-406b-8e65-e2ad5b20045b","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-94e48406-cdc4-406b-8e65-e2ad5b20045b","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","415bcc5c-ad77-417b-a2be-9fa61621f9c4","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-415bcc5c-ad77-417b-a2be-9fa61621f9c4","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","e2164444-12be-4b01-b481-6f546dbfc41f","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-e2164444-12be-4b01-b481-6f546dbfc41f","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-10 22:53:17.566","Open","2022-11-10 22:53:17.566","\N","6cf475c8-a36e-4efb-bc55-a9e3a89b34c1","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-6cf475c8-a36e-4efb-bc55-a9e3a89b34c1","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","acme/compare-cmp-webapp","2022-11-11 03:20:58.000","Open","2022-11-11 03:20:58.000","\N","974717e0-4674-4582-808d-783c71bd928b","\N","gp_apatti","https://app.snyk.io/org/acme-bxg/project/df763402-0fa7-42bf-9118-099a12a7d10a#issue-974717e0-4674-4582-808d-783c71bd928b","\N","https://app.snyk.io/org/acme-bxg/project/df763402-0fa7-42bf-9118-099a12a7d10a","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","acme/compare-cmp-webapp","2022-11-11 03:20:58.000","Open","2022-11-11 03:20:58.000","\N","33600f36-f6c1-4b07-9095-680d69c4e563","\N","gp_apatti","https://app.snyk.io/org/acme-bxg/project/df763402-0fa7-42bf-9118-099a12a7d10a#issue-33600f36-f6c1-4b07-9095-680d69c4e563","\N","https://app.snyk.io/org/acme-bxg/project/df763402-0fa7-42bf-9118-099a12a7d10a","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","shield/products","2022-11-11 22:42:36.926","Open","2022-11-15 22:14:04.391","2022-11-15 02:22:26.261","52415aa5-b378-44a6-a166-c89179432f60","\N","gp_sraslan","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f#issue-52415aa5-b378-44a6-a166-c89179432f60","\N","https://app.snyk.io/org/shield-w8r/project/aae04299-51c5-4c18-a545-7f55cbcb2a5f","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
"High","Hardcoded Secret","[""CWE-547""]","profile-io/updog-rezcommon","2022-11-11 04:46:32.520","Open","2022-11-11 04:46:32.520","\N","a9207998-0799-43f7-99ac-f232326512f5","\N","gp_sraslan","https://app.snyk.io/org/profile-io/project/1f4c1bfb-d886-42f9-882d-e7ea4d429380#issue-a9207998-0799-43f7-99ac-f232326512f5","\N","https://app.snyk.io/org/profile-io/project/1f4c1bfb-d886-42f9-882d-e7ea4d429380","Open","Vulnerability","CODE_SECURITY_VULNERABILITY"
